qualifyId,raceId,driverId,constructorId,number,position,q1,q2,q3,q1_formatted,q1_milliseconds,q2_formatted,q2_milliseconds,q3_formatted,q3_milliseconds
4507,75,31,1,10,7,01:15.9,01:17.6,\N,01:15.902,75902,01:17.570,77570,,
4508,75,30,6,1,8,01:15.4,01:18.2,\N,01:15.398,75398,01:18.153,78153,,
4509,75,14,9,14,9,01:15.8,01:18.4,\N,01:15.795,75795,01:18.373,78373,,
4510,75,13,15,12,10,01:15.9,01:18.4,\N,01:15.863,75863,01:18.361,78361,,
4511,75,24,9,15,11,01:16.3,01:19.0,\N,01:16.288,76288,01:19.014,79014,,
4512,75,35,15,11,12,01:16.8,01:19.7,\N,01:16.794,76794,01:19.686,79686,,
4513,75,39,17,19,13,01:18.6,01:20.7,\N,01:18.557,78557,01:20.711,80711,,
4514,75,33,17,18,14,01:19.0,01:20.9,\N,01:19.040,79040,01:20.903,80903,,
4515,75,27,18,21,15,01:19.6,01:21.6,\N,01:19.563,79563,01:21.578,81578,,
4516,75,40,18,20,16,01:20.3,01:22.5,\N,01:20.306,80306,01:22.453,82453,,
4517,75,2,3,8,17,01:15.0,\N,\N,01:15.038,75038,,,,
4518,75,22,6,2,18,01:15.7,\N,\N,01:15.746,75746,,,,
4519,76,8,1,9,1,01:13.6,01:16.7,\N,01:13.644,73644,01:16.681,76681,,
4520,76,4,4,5,2,01:14.1,01:16.3,\N,01:14.125,74125,01:16.281,76281,,
4521,76,17,3,7,3,01:14.6,01:17.1,\N,01:14.584,74584,01:17.072,77072,,
4522,76,21,4,6,4,01:14.8,01:17.3,\N,01:14.783,74783,01:17.317,77317,,
4523,76,15,7,16,5,01:15.2,01:17.4,\N,01:15.189,75189,01:17.401,77401,,
4524,76,2,3,8,6,01:15.1,01:17.8,\N,01:15.128,75128,01:17.755,77755,,
4525,76,14,9,14,7,01:15.3,01:18.5,\N,01:15.329,75329,01:18.538,78538,,
4526,76,30,6,1,8,01:16.2,01:18.5,\N,01:16.186,76186,01:18.550,78550,,
4527,76,35,15,11,9,01:15.9,01:19.0,\N,01:15.921,75921,01:19.015,79015,,
4528,76,22,6,2,10,01:16.1,01:18.8,\N,01:16.142,76142,01:18.841,78841,,
4529,76,13,15,12,11,01:16.2,01:18.9,\N,01:16.218,76218,01:18.902,78902,,
4530,76,24,9,15,12,01:16.8,01:20.3,\N,01:16.817,76817,01:20.335,80335,,
4531,76,40,18,20,13,01:18.6,01:22.2,\N,01:18.574,78574,01:22.236,82236,,
4532,76,27,18,21,14,01:19.2,01:23.0,\N,01:19.229,79229,01:22.977,82977,,
4533,76,33,17,18,15,01:19.4,01:23.7,\N,01:19.408,79408,01:23.670,83670,,
4534,76,31,1,10,16,01:14.9,\N,\N,01:14.858,74858,,,,
4535,76,39,17,19,17,01:19.5,01:23.9,\N,01:19.474,79474,01:23.948,83948,,
4536,76,23,7,17,18,\N,\N,\N,,,,,,
4537,841,20,9,1,1,01:25.3,01:24.1,01:23.5,01:25.296,85296,01:24.090,84090,01:23.529,83529
4538,841,1,1,3,2,01:25.4,01:24.6,01:24.3,01:25.384,85384,01:24.595,84595,01:24.307,84307
4539,841,17,9,2,3,01:25.9,01:24.7,01:24.4,01:25.900,85900,01:24.658,84658,01:24.395,84395
4540,841,18,1,4,4,01:25.9,01:25.0,01:24.8,01:25.886,85886,01:24.957,84957,01:24.779,84779
4541,841,4,6,5,5,01:25.7,01:25.2,01:25.0,01:25.707,85707,01:25.242,85242,01:24.974,84974
4542,841,808,4,10,6,01:25.5,01:25.6,01:25.2,01:25.543,85543,01:25.582,85582,01:25.247,85247
4543,841,3,131,8,7,01:25.9,01:25.6,01:25.4,01:25.856,85856,01:25.606,85606,01:25.421,85421
4544,841,13,6,6,8,01:26.0,01:25.6,01:25.6,01:26.031,86031,01:25.611,85611,01:25.599,85599
4545,841,155,15,16,9,01:25.7,01:25.4,01:25.6,01:25.717,85717,01:25.405,85405,01:25.626,85626
4546,841,67,5,18,10,01:26.2,01:25.9,01:27.1,01:26.232,86232,01:25.882,85882,01:27.066,87066
4547,841,30,131,7,11,01:26.0,01:26.0,\N,01:25.962,85962,01:25.971,85971,,
4548,841,153,5,19,12,01:26.6,01:26.1,\N,01:26.620,86620,01:26.103,86103,,
4549,841,815,15,17,13,01:25.8,01:26.1,\N,01:25.812,85812,01:26.108,86108,,
4550,841,814,10,15,14,01:27.2,01:26.7,\N,01:27.222,87222,01:26.739,86739,,
4551,841,813,3,12,15,01:26.3,01:26.8,\N,01:26.298,86298,01:26.768,86768,,
4552,841,16,10,14,16,01:26.2,01:31.4,\N,01:26.245,86245,01:31.407,91407,,
4553,841,22,3,11,17,01:26.3,\N,\N,01:26.270,86270,,,,
4554,841,2,4,9,18,01:27.2,\N,\N,01:27.239,87239,,,,
4555,841,5,205,20,19,01:29.3,\N,\N,01:29.254,89254,,,,
4556,841,15,205,21,20,01:29.3,\N,\N,01:29.342,89342,,,,
4557,841,10,166,24,21,01:29.9,\N,\N,01:29.858,89858,,,,
4558,841,816,166,25,22,01:30.8,\N,\N,01:30.822,90822,,,,
4562,842,20,9,1,1,01:37.5,01:35.9,01:34.9,01:37.468,97468,01:35.934,95934,01:34.870,94870
4560,841,24,164,23,23,01:33.0,\N,\N,01:32.978,92978,,,,
4561,841,39,164,22,24,01:34.3,\N,\N,01:34.293,94293,,,,
4563,842,1,1,3,2,01:36.9,01:35.9,01:35.0,01:36.861,96861,01:35.852,95852,01:34.974,94974
4564,842,17,9,2,3,01:37.9,01:36.1,01:35.2,01:37.924,97924,01:36.080,96080,01:35.179,95179
4565,842,18,1,4,4,01:37.0,01:35.6,01:35.2,01:37.033,97033,01:35.569,95569,01:35.200,95200
4566,842,4,6,5,5,01:36.9,01:36.3,01:35.8,01:36.897,96897,01:36.320,96320,01:35.802,95802
4567,842,2,4,9,6,01:37.2,01:36.8,01:36.1,01:37.224,97224,01:36.811,96811,01:36.124,96124
4568,842,13,6,6,7,01:36.7,01:36.6,01:36.3,01:36.744,96744,01:36.557,96557,01:36.251,96251
4569,842,808,4,10,8,01:37.2,01:36.6,01:36.3,01:37.210,97210,01:36.642,96642,01:36.324,96324
4570,842,3,131,8,9,01:37.3,01:36.4,01:36.8,01:37.316,97316,01:36.388,96388,01:36.809,96809
4571,842,155,15,16,10,01:37.0,01:36.7,01:36.8,01:36.994,96994,01:36.691,96691,01:36.820,96820
4572,842,30,131,7,11,01:36.9,01:37.0,\N,01:36.904,96904,01:37.035,97035,,
4573,842,67,5,18,12,01:37.7,01:37.2,\N,01:37.693,97693,01:37.160,97160,,
4574,842,153,5,19,13,01:37.7,01:37.3,\N,01:37.677,97677,01:37.347,97347,,
4575,842,814,10,15,14,01:38.0,01:37.4,\N,01:38.045,98045,01:37.370,97370,,
4576,842,22,3,11,15,01:38.2,01:37.5,\N,01:38.163,98163,01:37.496,97496,,
4577,842,815,15,17,16,01:37.8,01:37.5,\N,01:37.759,97759,01:37.528,97528,,
4578,842,16,10,14,17,01:37.7,01:37.6,\N,01:37.693,97693,01:37.593,97593,,
4579,842,813,3,12,18,01:38.3,\N,\N,01:38.276,98276,,,,
4580,842,5,205,20,19,01:38.6,\N,\N,01:38.645,98645,,,,
4581,842,15,205,21,20,01:38.8,\N,\N,01:38.791,98791,,,,
4582,842,10,166,24,21,01:40.6,\N,\N,01:40.648,100648,,,,
4583,842,816,166,25,22,01:41.0,\N,\N,01:41.001,101001,,,,
4584,842,24,164,23,23,01:41.5,\N,\N,01:41.549,101549,,,,
4585,842,39,164,22,24,01:42.6,\N,\N,01:42.574,102574,,,,
4586,843,20,9,1,1,01:35.7,01:34.8,01:33.7,01:35.674,95674,01:34.776,94776,01:33.706,93706
4587,843,18,1,4,2,01:35.9,01:34.7,01:34.4,01:35.924,95924,01:34.662,94662,01:34.421,94421
4588,843,1,1,3,3,01:36.1,01:34.5,01:34.5,01:36.091,96091,01:34.486,94486,01:34.463,94463
4589,843,3,131,8,4,01:35.3,01:35.9,01:34.7,01:35.272,95272,01:35.850,95850,01:34.670,94670
4590,843,4,6,5,5,01:35.4,01:35.2,01:35.1,01:35.389,95389,01:35.165,95165,01:35.119,95119
4591,843,13,6,6,6,01:35.5,01:35.4,01:35.1,01:35.478,95478,01:35.437,95437,01:35.145,95145
4592,843,153,5,19,7,01:36.1,01:35.6,01:36.2,01:36.133,96133,01:35.563,95563,01:36.158,96158
4593,843,814,10,15,8,01:35.7,01:35.9,01:36.2,01:35.702,95702,01:35.858,95858,01:36.190,96190
4594,843,67,5,18,9,01:36.1,01:35.5,01:36.2,01:36.110,96110,01:35.500,95500,01:36.203,96203
4595,843,808,4,10,10,01:35.4,01:35.1,\N,01:35.370,95370,01:35.149,95149,,
4596,843,16,10,14,11,01:36.1,01:35.9,\N,01:36.092,96092,01:35.874,95874,,
4597,843,815,15,17,12,01:36.0,01:36.1,\N,01:36.046,96046,01:36.053,96053,,
4598,843,155,15,16,13,01:36.1,01:36.2,\N,01:36.147,96147,01:36.236,96236,,
4599,843,30,131,7,14,01:35.5,01:36.5,\N,01:35.508,95508,01:36.457,96457,,
4600,843,22,3,11,15,01:35.9,01:36.5,\N,01:35.911,95911,01:36.465,96465,,
4601,843,2,4,9,16,01:35.9,01:36.6,\N,01:35.910,95910,01:36.611,96611,,
4602,843,813,3,12,17,01:36.1,01:37.0,\N,01:36.121,96121,01:36.956,96956,,
4603,843,17,9,2,18,01:36.5,\N,\N,01:36.468,96468,,,,
4604,843,5,205,20,19,01:37.9,\N,\N,01:37.894,97894,,,,
4605,843,15,205,21,20,01:38.3,\N,\N,01:38.318,98318,,,,
4606,843,816,166,25,21,01:39.1,\N,\N,01:39.119,99119,,,,
4607,843,10,166,24,22,01:39.7,\N,\N,01:39.708,99708,,,,
4608,843,24,164,23,23,01:40.2,\N,\N,01:40.212,100212,,,,
4609,843,39,164,22,24,01:40.4,\N,\N,01:40.445,100445,,,,
4610,844,20,9,1,1,01:27.0,01:25.6,01:25.0,01:27.039,87039,01:25.610,85610,01:25.049,85049
4611,844,17,9,2,2,01:27.1,01:26.1,01:25.5,01:27.090,87090,01:26.075,86075,01:25.454,85454
4612,844,3,131,8,3,01:27.5,01:25.8,01:25.6,01:27.514,87514,01:25.801,85801,01:25.574,85574
4613,844,1,1,3,4,01:27.1,01:26.1,01:25.6,01:27.091,87091,01:26.066,86066,01:25.595,85595
4614,844,4,6,5,5,01:27.3,01:26.2,01:25.9,01:27.349,87349,01:26.152,86152,01:25.851,85851
4615,844,18,1,4,6,01:27.4,01:26.5,01:26.0,01:27.374,87374,01:26.485,86485,01:25.982,85982
4616,844,808,4,10,7,01:27.5,01:26.7,01:26.3,01:27.475,87475,01:26.654,86654,01:26.296,86296
4617,844,30,131,7,8,01:27.7,01:26.1,01:26.6,01:27.697,87697,01:26.121,86121,01:26.646,86646
4618,844,2,4,9,9,01:27.9,01:26.7,01:26.7,01:27.901,87901,01:26.740,86740,01:26.659,86659
4619,844,13,6,6,10,01:27.0,01:26.4,\N,01:27.013,87013,01:26.395,86395,,
4620,844,22,3,11,11,01:28.2,01:26.8,\N,01:28.246,88246,01:26.764,86764,,
4621,844,16,10,14,12,01:27.4,01:27.0,\N,01:27.392,87392,01:27.027,87027,,
4622,844,814,10,15,13,01:27.6,01:27.1,\N,01:27.625,87625,01:27.145,87145,,
4623,844,813,3,12,14,01:27.4,01:27.2,\N,01:27.396,87396,01:27.236,87236,,
4624,844,815,15,17,15,01:27.8,01:27.2,\N,01:27.778,87778,01:27.244,87244,,
4625,844,67,5,18,16,01:27.6,01:27.3,\N,01:27.620,87620,01:27.255,87255,,
4626,844,153,5,19,17,01:28.1,01:27.6,\N,01:28.055,88055,01:27.572,87572,,
4627,844,5,205,20,18,01:28.8,\N,\N,01:28.780,88780,,,,
4628,844,15,205,21,19,01:29.7,\N,\N,01:29.673,89673,,,,
4629,844,816,166,25,20,01:30.4,\N,\N,01:30.445,90445,,,,
4630,844,24,164,23,21,01:30.7,\N,\N,01:30.692,90692,,,,
4631,844,10,166,24,22,01:30.8,\N,\N,01:30.813,90813,,,,
4632,844,39,164,22,23,01:31.6,\N,\N,01:31.564,91564,,,,
4633,845,17,9,2,1,01:23.6,01:21.8,01:21.0,01:23.619,83619,01:21.773,81773,01:20.981,80981
4634,845,20,9,1,2,01:24.1,01:21.5,01:21.2,01:24.142,84142,01:21.540,81540,01:21.181,81181
4635,845,1,1,3,3,01:24.4,01:22.1,01:22.0,01:24.370,84370,01:22.148,82148,01:21.961,81961
4636,845,4,6,5,4,01:23.5,01:22.8,01:22.0,01:23.485,83485,01:22.813,82813,01:21.964,81964
4637,845,18,1,4,5,01:24.4,01:22.0,01:22.0,01:24.428,84428,01:22.050,82050,01:21.996,81996
4638,845,808,4,10,6,01:23.1,01:22.9,01:22.5,01:23.069,83069,01:22.948,82948,01:22.471,82471
4639,845,3,131,8,7,01:23.5,01:22.6,01:22.6,01:23.507,83507,01:22.569,82569,01:22.599,82599
4640,845,13,6,6,8,01:23.5,01:23.0,01:22.9,01:23.506,83506,01:23.026,83026,01:22.888,82888
4641,845,813,3,12,9,01:23.4,01:22.9,01:23.0,01:23.406,83406,01:22.854,82854,01:22.952,82952
4642,845,30,131,7,10,01:23.0,01:22.7,\N,01:22.960,82960,01:22.671,82671,,
4643,845,67,5,18,11,01:24.0,01:23.2,\N,01:23.962,83962,01:23.231,83231,,
4644,845,815,15,17,12,01:24.2,01:23.4,\N,01:24.209,84209,01:23.367,83367,,
4645,845,153,5,19,13,01:24.0,01:23.7,\N,01:24.049,84049,01:23.694,83694,,
4646,845,155,15,16,14,01:23.7,01:23.7,\N,01:23.656,83656,01:23.702,83702,,
4647,845,5,205,20,15,01:25.9,01:25.4,\N,01:25.874,85874,01:25.403,85403,,
4648,845,814,10,15,16,01:24.3,01:26.1,\N,01:24.332,84332,01:26.126,86126,,
4649,845,16,10,14,17,01:24.6,01:26.6,\N,01:24.648,84648,01:26.571,86571,,
4650,845,15,205,21,18,01:26.5,\N,\N,01:26.521,86521,,,,
4651,845,22,3,11,19,01:26.9,\N,\N,01:26.910,86910,,,,
4652,845,10,166,24,20,01:27.3,\N,\N,01:27.315,87315,,,,
4653,845,24,164,23,21,01:27.8,\N,\N,01:27.809,87809,,,,
4654,845,39,164,22,22,01:27.9,\N,\N,01:27.908,87908,,,,
4655,845,816,166,25,23,01:28.6,\N,\N,01:28.556,88556,,,,
4656,846,20,9,1,1,01:15.6,01:14.3,01:13.6,01:15.606,75606,01:14.277,74277,01:13.556,73556
4657,846,18,1,4,2,01:15.4,01:14.5,01:14.0,01:15.397,75397,01:14.545,74545,01:13.997,73997
4658,846,17,9,2,3,01:16.1,01:14.7,01:14.0,01:16.087,76087,01:14.742,74742,01:14.019,74019
4659,846,4,6,5,4,01:16.1,01:14.6,01:14.5,01:16.051,76051,01:14.569,74569,01:14.483,74483
4660,846,30,131,7,5,01:16.1,01:15.0,01:14.7,01:16.092,76092,01:14.981,74981,01:14.682,74682
4661,846,13,6,6,6,01:16.3,01:14.6,01:14.9,01:16.309,76309,01:14.648,74648,01:14.877,74877
4662,846,1,1,3,7,01:15.2,01:14.3,01:15.3,01:15.207,75207,01:14.275,74275,01:15.280,75280
4663,846,3,131,8,8,01:15.9,01:14.7,01:15.8,01:15.858,75858,01:14.741,74741,01:15.766,75766
4664,846,813,3,12,9,01:15.8,01:15.5,01:16.5,01:15.819,75819,01:15.545,75545,01:16.528,76528
4665,846,815,15,17,10,01:15.9,01:15.5,\N,01:15.918,75918,01:15.482,75482,,
4666,846,808,4,10,11,01:16.4,01:15.8,\N,01:16.378,76378,01:15.815,75815,,
4667,846,22,3,11,12,01:16.6,01:15.8,\N,01:16.616,76616,01:15.826,75826,,
4668,846,155,15,16,13,01:16.5,01:16.0,\N,01:16.513,76513,01:15.973,75973,,
4669,846,814,10,15,14,01:16.8,01:16.1,\N,01:16.813,76813,01:16.118,76118,,
4670,846,16,10,14,15,01:16.6,01:16.1,\N,01:16.600,76600,01:16.121,76121,,
4671,846,2,4,9,16,01:16.7,01:16.2,\N,01:16.681,76681,01:16.214,76214,,
4672,846,67,5,18,17,01:16.4,01:16.3,\N,01:16.358,76358,01:16.300,76300,,
4673,846,5,205,20,18,01:17.3,\N,\N,01:17.343,77343,,,,
4674,846,15,205,21,19,01:17.4,\N,\N,01:17.381,77381,,,,
4675,846,153,5,19,20,01:17.8,\N,\N,01:17.820,77820,,,,
4676,846,10,166,24,21,01:17.9,\N,\N,01:17.914,77914,,,,
4677,846,816,166,25,22,01:18.7,\N,\N,01:18.736,78736,,,,
4678,846,39,164,22,23,\N,\N,\N,,,,,,
4679,846,24,164,23,24,\N,\N,\N,,,,,,
4680,847,20,9,1,1,01:14.0,01:13.5,01:13.0,01:14.011,74011,01:13.486,73486,01:13.014,73014
4681,847,4,6,5,2,01:13.8,01:13.7,01:13.2,01:13.822,73822,01:13.672,73672,01:13.199,73199
4682,847,13,6,6,3,01:14.0,01:13.4,01:13.2,01:14.026,74026,01:13.431,73431,01:13.217,73217
4683,847,17,9,2,4,01:14.4,01:13.7,01:13.4,01:14.375,74375,01:13.654,73654,01:13.429,73429
4684,847,1,1,3,5,01:14.1,01:13.9,01:13.6,01:14.114,74114,01:13.926,73926,01:13.565,73565
4685,847,3,131,8,6,01:14.9,01:14.0,01:13.8,01:14.920,74920,01:13.950,73950,01:13.814,73814
4686,847,18,1,4,7,01:14.4,01:14.0,01:13.8,01:14.374,74374,01:13.955,73955,01:13.838,73838
4687,847,30,131,7,8,01:15.0,01:14.2,01:13.9,01:14.970,74970,01:14.242,74242,01:13.864,73864
4688,847,2,4,9,9,01:15.1,01:14.5,01:14.1,01:15.096,75096,01:14.467,74467,01:14.062,74062
4689,847,808,4,10,10,01:14.7,01:14.4,01:14.1,01:14.699,74699,01:14.354,74354,01:14.085,74085
4690,847,814,10,15,11,01:14.9,01:14.8,\N,01:14.874,74874,01:14.752,74752,,
4691,847,813,3,12,12,01:15.6,01:15.0,\N,01:15.585,75585,01:15.043,75043,,
4692,847,155,15,16,13,01:15.7,01:15.3,\N,01:15.694,75694,01:15.285,75285,,
4693,847,16,10,14,14,01:14.9,01:15.3,\N,01:14.931,74931,01:15.287,75287,,
4694,847,67,5,18,15,01:15.9,01:15.3,\N,01:15.901,75901,01:15.334,75334,,
4695,847,22,3,11,16,01:15.3,01:15.4,\N,01:15.331,75331,01:15.361,75361,,
4696,847,37,15,17,17,01:16.2,01:15.6,\N,01:16.229,76229,01:15.587,75587,,
4697,847,153,5,19,18,01:16.3,\N,\N,01:16.294,76294,,,,
4698,847,15,205,21,19,01:16.7,\N,\N,01:16.745,76745,,,,
4699,847,5,205,20,20,01:16.8,\N,\N,01:16.786,76786,,,,
4700,847,24,164,23,21,01:18.4,\N,\N,01:18.424,78424,,,,
4701,847,10,166,24,22,01:18.5,\N,\N,01:18.537,78537,,,,
4702,847,39,164,22,23,01:18.6,\N,\N,01:18.574,78574,,,,
4703,847,816,166,25,24,01:19.4,\N,\N,01:19.414,79414,,,,
4704,848,20,9,1,1,01:39.1,01:37.3,01:37.0,01:39.116,99116,01:37.305,97305,01:36.975,96975
4705,848,17,9,2,2,01:40.0,01:38.1,01:37.2,01:39.956,99956,01:38.058,98058,01:37.163,97163
4706,848,1,1,3,3,01:39.2,01:37.7,01:37.4,01:39.244,99244,01:37.727,97727,01:37.380,97380
4707,848,4,6,5,4,01:39.7,01:37.9,01:37.5,01:39.725,99725,01:37.930,97930,01:37.454,97454
4708,848,13,6,6,5,01:38.4,01:38.6,01:37.5,01:38.413,98413,01:38.566,98566,01:37.535,97535
4709,848,18,1,4,6,01:39.5,01:37.7,01:37.6,01:39.453,99453,01:37.749,97749,01:37.645,97645
4710,848,3,131,8,7,01:39.3,01:38.4,01:38.2,01:39.266,99266,01:38.373,98373,01:38.231,98231
4711,848,30,131,7,8,01:39.2,01:38.4,01:38.2,01:39.198,99198,01:38.365,98365,01:38.240,98240
4712,848,2,4,9,9,01:39.9,01:38.8,\N,01:39.877,99877,01:38.781,98781,,
4713,848,16,10,14,10,01:39.3,01:39.0,\N,01:39.329,99329,01:39.034,99034,,
4714,848,808,4,10,11,01:39.7,01:39.1,\N,01:39.690,99690,01:39.068,99068,,
4715,848,814,10,15,12,01:39.9,01:39.4,\N,01:39.852,99852,01:39.422,99422,,
4716,848,22,3,11,13,01:39.6,01:39.5,\N,01:39.602,99602,01:39.489,99489,,
4717,848,155,15,16,14,01:40.1,01:39.5,\N,01:40.131,100131,01:39.525,99525,,
4718,848,813,3,12,15,01:39.7,01:39.6,\N,01:39.690,99690,01:39.645,99645,,
4719,848,815,15,17,16,01:39.5,01:39.7,\N,01:39.494,99494,01:39.657,99657,,
4720,848,67,5,18,17,01:39.7,01:39.7,\N,01:39.679,99679,01:39.711,99711,,
4721,848,153,5,19,18,01:40.2,\N,\N,01:40.232,100232,,,,
4722,848,5,205,20,19,01:41.7,\N,\N,01:41.664,101664,,,,
4723,848,15,205,21,20,01:42.2,\N,\N,01:42.234,102234,,,,
4724,848,10,166,24,21,01:42.6,\N,\N,01:42.553,102553,,,,
4725,848,24,164,23,22,01:43.6,\N,\N,01:43.584,103584,,,,
4726,848,816,166,25,23,01:43.7,\N,\N,01:43.735,103735,,,,
4727,848,39,164,22,24,01:44.4,\N,\N,01:44.363,104363,,,,
4728,849,17,9,2,1,01:32.7,01:31.7,01:30.4,01:32.670,92670,01:31.673,91673,01:30.399,90399
4729,849,20,9,1,2,01:33.0,01:32.4,01:30.4,01:32.977,92977,01:32.379,92379,01:30.431,90431
4730,849,4,6,5,3,01:33.0,01:31.7,01:30.5,01:32.986,92986,01:31.727,91727,01:30.516,90516
4731,849,13,6,6,4,01:32.8,01:31.6,01:31.1,01:32.760,92760,01:31.640,91640,01:31.124,91124
4732,849,18,1,4,5,01:34.2,01:32.3,01:31.9,01:34.230,94230,01:32.273,92273,01:31.898,91898
4733,849,814,10,15,6,01:34.5,01:32.6,01:31.9,01:34.472,94472,01:32.569,92569,01:31.929,91929
4734,849,813,3,12,7,01:32.7,01:32.6,01:31.9,01:32.702,92702,01:32.588,92588,01:31.933,91933
4735,849,155,15,16,8,01:34.3,01:32.4,01:32.1,01:34.324,94324,01:32.399,92399,01:32.128,92128
4736,849,3,131,8,9,01:34.2,01:32.3,01:32.2,01:34.186,94186,01:32.295,92295,01:32.209,92209
4737,849,1,1,3,10,01:33.6,01:32.5,01:32.4,01:33.581,93581,01:32.505,92505,01:32.376,92376
4738,849,16,10,14,11,01:34.5,01:32.6,\N,01:34.454,94454,01:32.617,92617,,
4739,849,815,15,17,12,01:34.1,01:32.6,\N,01:34.145,94145,01:32.624,92624,,
4740,849,30,131,7,13,01:34.2,01:32.7,\N,01:34.160,94160,01:32.656,92656,,
4741,849,808,4,10,14,01:34.4,01:32.7,\N,01:34.428,94428,01:32.734,92734,,
4742,849,22,3,11,15,01:33.5,01:33.1,\N,01:33.532,93532,01:33.119,93119,,
4743,849,2,4,9,16,01:35.1,01:33.8,\N,01:35.132,95132,01:33.805,93805,,
4744,849,5,205,20,17,01:34.9,01:34.8,\N,01:34.923,94923,01:34.821,94821,,
4745,849,153,5,19,18,01:35.2,\N,\N,01:35.245,95245,,,,
4746,849,67,5,18,19,01:35.7,\N,\N,01:35.749,95749,,,,
4747,849,10,166,24,20,01:36.2,\N,\N,01:36.203,96203,,,,
4748,849,15,205,21,21,01:36.5,\N,\N,01:36.456,96456,,,,
4749,849,816,166,25,22,01:37.2,\N,\N,01:37.154,97154,,,,
4750,849,24,164,23,23,01:37.5,\N,\N,01:37.484,97484,,,,
4751,849,817,164,22,24,01:38.1,\N,\N,01:38.059,98059,,,,
4752,850,17,9,2,1,01:33.1,01:31.3,01:30.1,01:33.096,93096,01:31.311,91311,01:30.079,90079
4753,850,1,1,3,2,01:32.9,01:31.0,01:30.1,01:32.934,92934,01:30.998,90998,01:30.134,90134
4754,850,20,9,1,3,01:33.0,01:31.0,01:30.2,01:32.973,92973,01:31.017,91017,01:30.216,90216
4755,850,4,6,5,4,01:32.9,01:31.2,01:30.4,01:32.916,92916,01:31.150,91150,01:30.442,90442
4756,850,13,6,6,5,01:31.8,01:31.6,01:30.9,01:31.826,91826,01:31.582,91582,01:30.910,90910
4757,850,3,131,8,6,01:32.8,01:31.3,01:31.3,01:32.785,92785,01:31.343,91343,01:31.263,91263
4758,850,18,1,4,7,01:33.2,01:31.5,01:31.3,01:33.224,93224,01:31.532,91532,01:31.288,91288
4759,850,16,10,14,8,01:32.3,01:31.8,01:32.0,01:32.286,92286,01:31.809,91809,01:32.010,92010
4760,850,808,4,10,9,01:33.2,01:32.0,01:32.2,01:33.187,93187,01:31.985,91985,01:32.187,92187
4761,850,30,131,7,10,01:32.6,01:32.2,01:32.5,01:32.603,92603,01:32.180,92180,01:32.482,92482
4762,850,2,4,9,11,01:32.5,01:32.2,\N,01:32.505,92505,01:32.215,92215,,
4763,850,814,10,15,12,01:32.7,01:32.6,\N,01:32.651,92651,01:32.560,92560,,
4764,850,813,3,12,13,01:33.0,01:32.6,\N,01:33.003,93003,01:32.635,92635,,
4765,850,22,3,11,14,01:33.7,01:33.0,\N,01:33.664,93664,01:33.043,93043,,
4766,850,815,15,17,15,01:33.3,01:33.2,\N,01:33.295,93295,01:33.176,93176,,
4767,850,67,5,18,16,01:33.6,01:33.5,\N,01:33.635,93635,01:33.546,93546,,
4768,850,153,5,19,17,01:33.7,01:33.7,\N,01:33.658,93658,01:33.698,93698,,
4769,850,155,15,16,18,01:33.8,\N,\N,01:33.786,93786,,,,
4770,850,5,205,20,19,01:35.6,\N,\N,01:35.599,95599,,,,
4771,850,10,166,24,20,01:36.4,\N,\N,01:36.400,96400,,,,
4772,850,812,205,21,21,01:36.4,\N,\N,01:36.422,96422,,,,
4773,850,816,166,25,22,01:36.6,\N,\N,01:36.641,96641,,,,
4774,850,24,164,23,23,01:37.0,\N,\N,01:37.011,97011,,,,
4775,850,817,164,22,24,01:37.0,\N,\N,01:37.036,97036,,,,
4776,851,20,9,1,1,01:21.7,01:21.1,01:19.8,01:21.740,81740,01:21.095,81095,01:19.815,79815
4777,851,1,1,3,2,01:21.6,01:21.1,01:20.0,01:21.636,81636,01:21.105,81105,01:19.978,79978
4778,851,18,1,4,3,01:22.0,01:20.6,01:20.0,01:22.038,82038,01:20.578,80578,01:20.024,80024
4779,851,13,6,6,4,01:22.1,01:21.1,01:20.4,01:22.130,82130,01:21.099,81099,01:20.350,80350
4780,851,4,6,5,5,01:21.6,01:20.3,01:20.4,01:21.578,81578,01:20.262,80262,01:20.365,80365
4781,851,17,9,2,6,01:22.2,01:20.9,01:20.5,01:22.208,82208,01:20.890,80890,01:20.474,80474
4782,851,3,131,8,7,01:23.0,01:21.2,01:21.1,01:22.996,82996,01:21.243,81243,01:21.098,81098
4783,851,16,10,14,8,01:22.2,01:22.0,01:21.4,01:22.237,82237,01:22.000,82000,01:21.445,81445
4784,851,30,131,7,9,01:22.9,01:21.9,01:21.9,01:22.876,82876,01:21.852,81852,01:21.907,81907
4785,851,815,15,17,10,01:23.1,01:22.2,\N,01:23.067,83067,01:22.157,82157,,
4786,851,814,10,15,11,01:23.0,01:22.3,\N,01:22.976,82976,01:22.256,82256,,
4787,851,808,4,10,12,01:23.1,01:22.3,\N,01:23.070,83070,01:22.284,82284,,
4788,851,155,15,16,13,01:23.3,01:22.4,\N,01:23.278,83278,01:22.435,82435,,
4789,851,2,4,9,14,01:23.0,01:22.5,\N,01:23.024,83024,01:22.470,82470,,
4790,851,22,3,11,15,01:23.1,01:22.7,\N,01:23.075,83075,01:22.684,82684,,
4791,851,153,5,19,16,01:23.3,01:23.0,\N,01:23.285,83285,01:22.979,82979,,
